"contactid"	"publicationid"	"pubtype"	"year"	"articletitle"	"citation"	"journal"	"volume"	"issue"	"pages"	"doi"	"booktitle"	"publisher"	"contactid.1"	"numvolumes"	"edition"	"volumetitle"	"seriestitle"	"seriesvolume"	"citationnumber"	"url"	"city"	"state"	"country"	"originallanguage"	"contactid.2"	"notes"
NA	523	NA	"1996"	"Current status of North American Sangamonian local faunas and vertebrate taxa: tributes to the career of C. S. (Rufus) Churcher"	NA	"Palaeoecology and palaeoenvironments of Late Cenozoic mammals: tributes to the career of C. S. (Rufus) Churcher"	0	NA	"156-190"	NA	"Palaeoecology and palaeoenvironments of Late Cenozoic mammals: tributes to the career of C. S. (Rufus) Churcher"	"University of Toronto Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	524	NA	"1979"	"Z-335: Estudio de los restos seos procedentes de las dos temporadas en Corral de Piedra, Chiapas"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	525	NA	"1969"	"Z-111: Informe sobre los restos seos rescatados en el cerro del Tepalcate"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	526	NA	"1983"	"Z-380: Anlisis de los restos seos de Yaxchiln y Bonampak, Chiapas"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	527	NA	"1974"	"Z-249: Identificacin del material procedente de las excavaciones de la cueva AB-3, cerro de la Mesa (Sierra de Huanmaro), Abasolo, Gto."	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	528	NA	"1979"	"Z-320: Identificacin del material procedente de Tierra Blanca, Arroyo Concha, Tab."	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	529	NA	"1996"	"A review of Pleistocene giant armadillos (Mammalia, Xenarthra, Pampatheriidae)"	NA	"Palaeoecology and palaeoenvironments of Late Cenozoic mammals: tributes to the career of C. S. (Rufus) Churcher"	0	NA	"300-321"	NA	"Palaeoecology and palaeoenvironments of Late Cenozoic mammals: tributes to the career of C. S. (Rufus) Churcher"	"University of Toronto Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	530	NA	"1982"	"Tonin, une cit maya du Chiapas (Mexique)"	NA	NA	6	NA	"549-1192"	NA	NA	"Mission Archologique et Ethnologique Francaise au Mexique Ed. Recherche Sur les civilizations Coll. tudes Mesoamericaines"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	531	NA	"1981"	"Z-355: Restos seos de Sta. Luca, Mxico"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	532	NA	"9999"	"Z-291, No. orden 25(75)"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	533	NA	"1971"	"Z-229: Identificacin de los restos seos procedentes de las excavaciones en el vaso de la Presa El Infiernillo, Estados de Michoacn y Guerrero"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	534	NA	"1971"	"Z-232: Informe sobre la identificacin del material procedente de Los Reyes, Estado de Mxico"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	535	NA	"1974"	"Z-248: Identificacin del material oseo de mamferos y aves, rescatado en Atenco, Mxico"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	536	NA	"1976"	"Z-296: Restos seos identificados de las excavaciones de Cuanalan, Estado de Mxico. Segn orden No. 20; informe del Lab. de Paleozoologa"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	537	NA	"1976"	"Z-299"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	538	NA	"1975"	"Z-284: Informe sobre los restos seos en Las Pilas, Morelos"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	539	NA	"1982"	"Z-376: Anlisis de los restos de vertebrados terrestres de Machomoncobe, Huatabampo, Sonora"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	540	NA	"1996"	"Distribution and size variation in North American short-faced bears, Arctodus simus"	NA	"Palaeoecology and palaeoenvironments of Late Cenozoic mammals: tributes to the career of C. S. (Rufus) Churcher"	0	NA	"191-246"	NA	"Palaeoecology and palaeoenvironments of Late Cenozoic mammals: tributes to the career of C. S. (Rufus) Churcher"	"University of Toronto Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	541	NA	"1984"	"Z-397"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	542	NA	"1966"	"Contribucin al conocimiento de los bagres fsiles de Chapala y Zacoalco, Jalisco, Mxico."	NA	"Paleoecologa"	1	NA	"1-26"	NA	"Paleoecologa"	"Departamento de Prehistoria, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	543	NA	"1984"	"Z-392: Identificacin de los restos seos, procedentes de San Juan Evangelista, Teotihuacn, Edo. de Mxico"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	544	NA	"1984"	"Z-391: Identificacin del material seo procedente del anexo de la casa del Conde de Heras y Soto"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	545	NA	"1973"	"A biogeographical history of Chirostoma (Pisces: Atherinidae): a species flock from the Mexican Plateau"	NA	"Copeia"	1973	NA	"533-556"	NA	"Copeia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	546	NA	"1987"	"Rediscovered type specimens and other important published Pleistocene mammalian fossil from central Mexico"	NA	"Journal of Vertebrate Paleontology"	7	NA	"335-341"	NA	"Journal of Vertebrate Paleontology"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	547	NA	"1869"	"Discurso pronunciado por el Seor Ingeniero de Minas Don Antonio del Castillo, presidente de la Sociedad, en la sesin inagural verificada el da 6 de setiembre (sic) de 1868"	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	548	NA	"1985"	"Estudio analtico del registro paleovertebradolgico de Mxico"	NA	NA	0	NA	NA	NA	NA	"Facultad de Ciencias, Univerdidad Nacional Autnoma de Mxico"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	549	NA	"1943"	"The Pleistocene birds of San Josecito Cavern, Mexico"	NA	"University of California Publications in Zology"	47	NA	"143-168"	NA	"University of California Publications in Zology"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	550	NA	"1987"	"Extinct mountain goat (Oreamnos harringtoni) in Southeastern Utah"	NA	"Quaternary Research"	27	NA	"323-331"	NA	"Quaternary Research"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	551	NA	"1994"	"Skull, mandible, and metapodials of the extinct Harrington's mountain goat (Oreammnos harringtoni)"	NA	"Journal of Vertebrate Paleontology"	14	NA	"562-576"	NA	"Journal of Vertebrate Paleontology"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	552	NA	"1990"	"Morphological changes in the facial region and model of dental growth and wear pattern development in Nothrotheriops shastensis"	NA	"Journal of Vertebrate Paleontology"	10	NA	"372-389"	NA	"Journal of Vertebrate Paleontology"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	553	NA	"1985"	"Z-402"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	554	NA	"1984"	"Z-399"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	555	NA	"1984"	"Z-389: Informe sobre los restos seos y concha de Xicotenctl, Tamaulipas"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	556	NA	"1985"	"Z-404"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	557	NA	"1985"	"Z-406: Fauna Pleistocnica del Municipio de Cuencame, Durango"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	558	NA	"1986"	"Z-407"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	559	NA	"1986"	"Z-408: Informe de los restos oseos de Calakmul, Campeche"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	560	NA	"1988"	"Z-419: Identificacin de fragmentos de animales encontrados en \"Exploraciones en el centro de Veracruz\""	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	561	NA	"1984"	"Z-398: Identificacin de los restos oseo y de los moluscos procedentes de la Trinitaria, Chiapas"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	562	NA	"1988"	"A review of the genus Chasmaporthetes Hay, 1921 (Carnivora, Hyaenidae)"	NA	"Journal of Vertebrate Paleontology"	8	NA	"46-66"	NA	"Journal of Vertebrate Paleontology"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	563	NA	"1907-1908"	"Los yacimientos fosilferos del Valle de Oaxaca"	NA	"Memorias de la Sociedad Cientfica \"Antonio Alzate\""	26	NA	"353-358"	NA	"Memorias de la Sociedad Cientfica \"Antonio Alzate\""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	564	NA	"1987"	"Z-411: Identificacin de los moluscos procedentes de Lacantun, Chiapas"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	565	NA	"1987"	"Z-412: Informe de los anlisis de la fauna procedente de la excavacin de Chimalhuacan, Edo. de Mxico"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	566	NA	"1987"	"Z-413: Identificacin de los restos oseos de animales procedentes de Santa Marta Acatitla, Mxico"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	567	NA	"1988"	"Z-417"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	568	NA	"1987"	"Z-416"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	569	NA	"1988"	"Z-418"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	570	NA	"1988"	"Z-420"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	571	NA	"1988"	"Z-422: Informe sobre los restos de fauna procedentes de Tlatelolco"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	572	NA	"1989"	"Z-434"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	573	NA	"1988"	"Z-421"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	574	NA	"1987"	"Z-410"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	575	NA	"1988"	"Z-429: Anlisis de los materiales procedentes de Baja California Sur"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	576	NA	"1989"	"Z-431"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	577	NA	"1989"	"Z-432: Anlisis del material oseo procedente de las excavaciones de Cerritas, Cuernavaca, Morelos"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	578	NA	"1988"	"Z-425"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	579	NA	"1984"	"Z-384: Anlisis de los restos animales procedentes de San Blas, Nayarit"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	580	NA	"1984"	"Z-388: Identificacin del material seo de San Francisco Mazapa, Mxico"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	581	NA	"1984"	"Z-387: Informe de los restos seos y conchas de Teotihuacan, Mxico"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	582	NA	"1985"	"Z-403: Identificacin de los restos de animales, procedentes de San Francisco Mazapa, Edo. de Mxico"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	583	NA	"1996"	"Una osamenta del pleistoceno de Santa Mara del Oro, Durango, atencin prestada a una denuncia (9-18)"	NA	"Archivo del Departamento de Prehistoria"	0	NA	NA	NA	"Archivo del Departamento de Prehistoria"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	584	NA	"1988"	"Z-428: Anlisis de los restos de fauna de Tepetitln, Hidalgo"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	585	NA	"1985"	"Z-401: Identificacin de los restos de animales procedentes de Chimalhuacan, Atenco, Edo. de Mxico"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	586	NA	"1989"	"Z-436: Los vertebrados de Laguna Miramar, Chiapas"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	587	NA	"1983"	"Z-381: Identificacin de los restos seos de las excavaciones de Tlapacoya XVIII, Mxico"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	588	NA	"1982"	"Z-367: Estudio de los restos animales de tres sitios arqueolgicos de Sonora"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	589	NA	"1995"	"Z-469: Identificacin de material fsil, Yautepec, Morelos"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	590	NA	"1995"	"Z-472: Informe de la arqueofauna de Morales, Guanajuato"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	591	NA	"1986"	"El conejo en la antigua alimentacin de los mexicanos"	NA	"Informacin Cientfica y Tecnolgica"	8	NA	"9--"	NA	"Informacin Cientfica y Tecnolgica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	592	NA	"1995"	"A new species of Capromeryx (Mammalia: Artiodactyal) from the tauton local fauna of Washington, and the correlation with other Blancan faunas of Washington and Ohio"	NA	"Journal of Vertebrate Paleontology"	15	NA	"160-170"	NA	"Journal of Vertebrate Paleontology"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	593	NA	"1994"	"Z-462: Anlisis de la fauna de vertebrados terrestres procedentes de Palenque, Chiapas"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	594	NA	"1995"	"Z-471: Anlisis de la arqueofauna de la Mixtequilla"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	595	NA	"1995"	"Z-479: Informe de la identificacin del material oseo procedente del centro ceremonial, Tres Cerritos, Municipio de Cuitzeo, Michoacan, Mxico"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	596	NA	"1992"	"Z-450: Anlisis del material oseo procedente de Edzna, Campeche"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	597	NA	"1992"	"Z-451: Anlisis de los restos oseos del sitio \"El Limonal\", Chiapas"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	598	NA	"1995"	"Z-469"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	599	NA	"1991"	"Z-445: Anlisis del material arqueozoolgico, procedente del edificio de el real seminario de Mneria, Guatemala 90, Mxico, D. F."	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	600	NA	"1990"	"Z-440"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	601	NA	"1990"	"Z-443: Anlisis de los restos oseos de Xcaret, Quintana Roo"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	602	NA	"1993"	"Z-457: Anlisis de los restos de fauna del sitio arqueologico de Xochicalco, Morelos"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	603	NA	"1994"	"Z-463"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	604	NA	"1992"	"Z-449"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	605	NA	"1993"	"Z-459: Artefactos de hueso y concha del sitio Chalco (Ch-Az-172), montculo 65"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	606	NA	"1996"	"Z-484: Restos de fauna del sitio arqueolgico de \"Los Moctezumas\", Municipio de Villa Ahumada, Chihuahua"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	607	NA	"1990"	"Z-442"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	608	NA	"1997"	"Anlisis del material zoolgico procedente de los sitios arqueolgicos de Jonuta, Tabasco y Campeche, Mxico"	NA	"En: Homenaje al profesor Ticual lvarez. Coleccin Cientfica"	0	NA	"343-366"	NA	"En: Homenaje al profesor Ticual lvarez. Coleccin Cientfica"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	609	NA	"1995"	"Z-480: Informe de anlisis de los materiales fosiles procedentes de El Pantanal, Xalisco, Nayarit"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	610	NA	"1989"	"Basureros del Formativo Tardo en Don Martn, Chiapas"	NA	"Arqueologa"	0	NA	"61-70"	NA	"Arqueologa"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	611	NA	"1989"	"La prehistoria en Mxico y Centroamrica"	NA	"Arqueologa"	0	NA	"3-18"	NA	"Arqueologa"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	612	NA	"1992"	"Anlisis del material arqueozoolgico procedente de San Luis, La Loma, Guerrero"	NA	"Arqueologa"	0	NA	"29-38"	NA	"Arqueologa"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	613	NA	"1984"	"Late Cenozoic mammals from northwestern Mexico"	NA	"Journal of Vertebrate Paleontology"	4	NA	"208-215"	NA	"Journal of Vertebrate Paleontology"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	614	NA	"1989"	"Z-437: Anlisis de los restos oseos procedentes de las excavaciones de Teotihuacn, Mxico"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	615	NA	"1996"	"Z-482: Anlisis de restos faunsticos de vertebrados en Xochicalco, Morelos"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
